municipality_code,municipality_name,criterion__rural_female_share,diagnostic__age_female_coverage_fraction,diagnostic__female_15_29_share_age_covered,diagnostic__female_30_59_share_age_covered,diagnostic__female_60_plus_share_age_covered,socio__race_share_branca,socio__race_share_preta,socio__race_share_parda,socio__race_share_amarela,socio__race_share_indigena,diagnostic__race_ignored_share,socio__female_literacy_rate_15plus,socio__household_per_capita_income_mean_brl
1506005,Prainha,0.4634874195435927,0.9029256875365712,0.2891581880629901,0.323958265828527,0.0784783876612014,0.1026786969109256,0.0836214408185063,0.8123225679512044,0.0007308092306827,0.0006464850886808,0.0,0.9083,451.71
1506104,Primavera,0.3289253119761594,0.9662879493387968,0.2405551272166538,0.386083269082498,0.1461063993831919,0.150308727306239,0.0487512671643166,0.7998341166712746,0.0007372592387798,0.0002764722145424,9.21574048474795e-05,0.8896,716.9
1506112,Quatipuru,0.1543612334801762,0.987488986784141,0.229300499643112,0.3925767309064953,0.1450749464668094,0.1933356473446719,0.0544081916001388,0.7508677542519958,0.0003471017007983,0.001041305102395,0.0,0.8554,649.32
1506138,Redenção,0.0423162069919749,0.9335854625957016,0.259979251062148,0.4010967295721767,0.1017685999407173,0.2464338703459233,0.1225510239844854,0.6262602661308223,0.0012149958526583,0.0034931130763928,4.673060971763029e-05,0.9265,1295.2
1506161,Rio Maria,0.2216580196489679,0.9580527652058726,0.2438068901947229,0.4074202097015785,0.1217882244498214,0.2373259355961705,0.1131418624891209,0.6434399477806788,0.0041340295909486,0.0019582245430809,0.0,0.894,1039.0
1506187,Rondon do Pará,0.3243106991895141,0.8787373482762633,0.2575904677846425,0.4190644307149161,0.1142100617828773,0.2115236249364921,0.0759272152494213,0.7102534670605725,0.0002258058446079,0.0020322526014715,3.763430743465744e-05,0.9071,946.14
1506195,Rurópolis,0.3766524887918152,0.9620071272560063,0.2671327000059748,0.3460596283682858,0.0944016251419011,0.2037238949928709,0.1006737677877491,0.6925550057312198,0.0011182867846459,0.0019290447035142,0.0,0.8956999999999999,731.95
1506203,Salinópolis,0.0760737302266889,0.9682275001126684,0.2546546266989387,0.403416495997021,0.1153881958666915,0.1650138479406772,0.0489368355222013,0.7836594300008934,0.0008040739748056,0.0015858125614223,0.0,0.9297,875.11
1506302,Salvaterra,0.2509534073951251,0.9267119880616812,0.2514761137949544,0.3897835033100733,0.1163893361960994,0.1076712669401964,0.2128558995399726,0.6781880724439471,0.0004144390567367,0.000870322019147,0.0,0.9476,723.4
1506351,Santa Bárbara do Pará,0.3338992642897566,0.9567062818336164,0.2392783200236616,0.4120082815734989,0.1161392093069111,0.1616635841987954,0.0984492815478731,0.7379428083653435,0.0008061839047754,0.0011381419832124,0.0,0.9264,762.45
1506401,Santa Cruz do Arari,0.1412890515057697,0.9482127779341402,0.2745621846245176,0.3885425942416147,0.0961709706144256,0.1312290127602417,0.2612491605104097,0.6056413700470115,0.0013431833445265,0.0005372733378106,0.0,0.9413,520.36
1506500,Santa Izabel do Pará,0.1952235406927963,0.9284130408725878,0.2533970241745473,0.4148726721105122,0.1136106897330794,0.1586573357619249,0.0990974951724893,0.7372327750311563,0.0038209233213273,0.0011777756474342,1.3695065667839878e-05,0.935,914.02
